rownames,nr,year,school,exper,union,ethn,maried,health,wage,industry,occupation,residence,age,exper level,school level,wage level
242,647,1981,12,3,yes,other,yes,no,1.5198257537,manufacturing,clerical and kindred,nothern central,21,beginner,intermediate,medium
243,647,1982,12,4,yes,other,yes,no,1.509152973,manufacturing,clerical and kindred,nothern central,22,intermediate,intermediate,medium
244,647,1983,12,5,yes,other,yes,no,1.6450416184,manufacturing,clerical and kindred,nothern central,23,intermediate,intermediate,medium
245,647,1984,12,6,yes,other,no,no,1.5490149916,manufacturing,clerical and kindred,nothern central,24,intermediate,intermediate,medium
246,647,1985,12,7,yes,other,yes,no,1.8269562891,manufacturing,clerical and kindred,nothern central,25,intermediate,intermediate,medium
247,647,1986,12,8,yes,other,yes,no,1.883680399,public administration,clerical and kindred,nothern central,26,intermediate,intermediate,medium
248,647,1987,12,9,yes,other,yes,no,2.0236607018,public administration,clerical and kindred,nothern central,27,advanced,intermediate,high
249,658,1980,12,4,yes,other,no,no,1.7314172402,manufacturing,clerical and kindred,nothern central,22,intermediate,intermediate,medium
250,658,1981,12,5,no,other,no,no,1.8137589523,manufacturing,clerical and kindred,nothern central,23,intermediate,intermediate,medium
251,658,1982,12,6,yes,other,no,no,1.7000483102,manufacturing,operatives and kindred,nothern central,24,intermediate,intermediate,medium
252,658,1983,12,7,yes,other,no,no,1.9396488617,manufacturing,clerical and kindred,nothern central,25,intermediate,intermediate,medium
253,658,1984,12,8,no,other,no,no,1.9357527109,manufacturing,clerical and kindred,nothern central,26,intermediate,intermediate,medium
254,658,1985,12,9,no,other,no,no,2.0997850049,manufacturing,operatives and kindred,nothern central,27,advanced,intermediate,high
255,658,1986,12,10,no,other,no,no,2.1920466268,manufacturing,clerical and kindred,nothern central,28,advanced,intermediate,high
256,658,1987,12,11,no,other,no,no,2.0051430458,trade,clerical and kindred,nothern central,29,advanced,intermediate,high
257,684,1980,12,2,no,other,no,no,2.8217826537,manufacturing,operatives and kindred,nothern central,20,beginner,intermediate,high
258,684,1981,12,3,no,other,no,no,2.1799827709,manufacturing,operatives and kindred,nothern central,21,beginner,intermediate,high
259,684,1982,12,4,no,other,yes,no,2.3094266248,manufacturing,"craftsmen, foremen and kindred",nothern central,22,intermediate,intermediate,high
260,684,1983,12,5,no,other,yes,no,2.2513213499,manufacturing,operatives and kindred,nothern central,23,intermediate,intermediate,high
261,684,1984,12,6,no,other,yes,no,2.352296987,manufacturing,operatives and kindred,nothern central,24,intermediate,intermediate,high
262,684,1985,12,7,no,other,yes,no,2.3138482853,manufacturing,laborers and farmers,nothern central,25,intermediate,intermediate,high
263,684,1986,12,8,no,other,yes,no,2.2534199991,manufacturing,laborers and farmers,nothern central,26,intermediate,intermediate,high
264,684,1987,12,9,no,other,yes,no,2.4053524825,trade,"professional, technical and kindred",nothern central,27,advanced,intermediate,high
265,711,1980,11,2,no,other,no,no,1.2320245047,trade,laborers and farmers,nothern central,19,beginner,intermediate,medium
266,711,1981,11,3,no,other,no,no,1.3664917338,trade,laborers and farmers,nothern central,20,beginner,intermediate,medium
267,711,1982,11,4,no,other,no,no,1.6905033652,trade,"managers, officials and proprietors",nothern central,21,intermediate,intermediate,medium
268,711,1983,11,5,no,other,no,no,1.6608715675,trade,"craftsmen, foremen and kindred",nothern central,22,intermediate,intermediate,medium
269,711,1984,11,6,no,other,no,no,1.555876082,trade,laborers and farmers,nothern central,23,intermediate,intermediate,medium
270,711,1985,11,7,no,other,no,no,-0.714125587,trade,sales workers,nothern central,24,intermediate,intermediate,low
271,711,1986,11,8,no,other,no,no,1.4684810321,trade,sales workers,nothern central,25,intermediate,intermediate,medium
272,711,1987,11,9,no,other,no,no,0.5130057764,trade,sales workers,nothern central,26,advanced,intermediate,medium
273,729,1980,13,2,yes,other,yes,no,1.9595796226,construction,laborers and farmers,nothern central,21,beginner,high,medium
274,729,1981,13,3,no,other,no,no,1.893339262,construction,laborers and farmers,south,22,beginner,high,medium
275,729,1982,13,4,yes,other,yes,no,3.0962158121,construction,"managers, officials and proprietors",south,23,intermediate,high,high
276,729,1983,13,5,yes,other,yes,no,1.910813312,construction,laborers and farmers,south,24,intermediate,high,medium
277,729,1984,13,6,no,other,yes,no,1.6152643772,manufacturing,sales workers,south,25,intermediate,high,medium
278,729,1985,13,7,no,other,yes,no,2.0765281427,manufacturing,sales workers,south,26,intermediate,high,high
279,729,1986,13,8,no,other,yes,no,2.1075399474,trade,"managers, officials and proprietors",south,27,intermediate,high,high
280,729,1987,13,9,no,other,yes,no,2.1555853559,manufacturing,sales workers,south,28,advanced,high,high
281,731,1980,12,4,no,other,no,no,1.6556389313,trade,"managers, officials and proprietors",south,22,intermediate,intermediate,medium
282,731,1981,12,5,no,other,yes,no,1.4642559026,agricultural,farm laborers and foreman,south,23,intermediate,intermediate,medium
283,731,1982,12,6,no,other,yes,no,1.0078274845,agricultural,farm laborers and foreman,south,24,intermediate,intermediate,medium
284,731,1983,12,7,no,other,yes,no,1.4779492297,agricultural,service workers,south,25,intermediate,intermediate,medium
285,731,1984,12,8,no,other,yes,no,0.6187202117,manufacturing,"craftsmen, foremen and kindred",south,26,intermediate,intermediate,medium
286,731,1985,12,9,no,other,no,no,2.2256240519,agricultural,laborers and farmers,south,27,advanced,intermediate,high
287,731,1986,12,10,no,other,no,no,2.6577305949,personal service,service workers,south,28,advanced,intermediate,high
288,731,1987,12,11,no,other,no,no,2.1391915461,manufacturing,operatives and kindred,south,29,advanced,intermediate,high
289,732,1980,12,3,no,other,no,no,1.4972706156,manufacturing,operatives and kindred,south,21,beginner,intermediate,medium
290,732,1981,12,4,no,other,no,no,1.6017158663,manufacturing,operatives and kindred,south,22,intermediate,intermediate,medium
291,732,1982,12,5,no,other,no,no,1.5048429071,manufacturing,operatives and kindred,south,23,intermediate,intermediate,medium
292,732,1983,12,6,no,other,no,no,1.7980467988,manufacturing,operatives and kindred,south,24,intermediate,intermediate,medium
293,732,1984,12,7,no,other,no,no,1.6528901747,manufacturing,operatives and kindred,south,25,intermediate,intermediate,medium
294,732,1985,12,8,no,other,no,no,1.7633853609,manufacturing,operatives and kindred,south,26,intermediate,intermediate,medium
295,732,1986,12,9,no,other,no,no,1.7226819859,manufacturing,operatives and kindred,south,27,advanced,intermediate,medium
296,732,1987,12,10,no,other,no,no,1.7620605936,manufacturing,operatives and kindred,south,28,advanced,intermediate,medium
297,793,1980,14,2,no,other,no,no,0.8915284353,personal service,clerical and kindred,nothern central,22,beginner,high,medium
298,793,1981,14,3,no,other,no,no,1.9310215366,personal service,service workers,nothern central,23,beginner,high,medium
299,793,1982,14,4,no,other,no,no,1.9026499135,trade,service workers,nothern central,24,intermediate,high,medium
300,793,1983,14,5,no,other,no,no,1.8853747384,personal service,service workers,nothern central,25,intermediate,high,medium
301,793,1984,14,6,no,other,no,no,1.6787076079,business and repair service,"professional, technical and kindred",nothern central,26,intermediate,high,medium
302,793,1985,14,7,no,other,no,no,1.8963583702,trade,"managers, officials and proprietors",nothern central,27,intermediate,high,medium
303,793,1986,14,8,no,other,no,no,1.7883702192,personal service,"managers, officials and proprietors",nothern central,28,intermediate,high,medium
304,793,1987,14,9,no,other,no,no,1.5638274012,transportation,service workers,nothern central,29,advanced,high,medium
305,797,1980,10,3,no,other,no,no,0.9925240379,professional and related service,laborers and farmers,nothern central,19,beginner,intermediate,medium
306,797,1981,10,4,yes,other,no,no,2.3451447074,manufacturing,"craftsmen, foremen and kindred",nothern central,20,intermediate,intermediate,high
307,797,1982,10,5,yes,other,no,no,1.6809339141,manufacturing,"managers, officials and proprietors",nothern central,21,intermediate,intermediate,medium
308,797,1983,10,6,no,other,yes,no,1.989654053,agricultural,laborers and farmers,nothern central,22,intermediate,intermediate,medium
309,797,1984,10,7,yes,other,yes,no,2.4480142264,manufacturing,operatives and kindred,nothern central,23,intermediate,intermediate,high
310,797,1985,10,8,yes,other,yes,no,2.4501803262,manufacturing,operatives and kindred,nothern central,24,intermediate,intermediate,high
311,797,1986,10,9,yes,other,yes,no,2.1722394161,trade,operatives and kindred,nothern central,25,advanced,intermediate,high
312,797,1987,10,10,yes,other,yes,no,2.4159835707,agricultural,operatives and kindred,nothern central,26,advanced,intermediate,high
313,800,1980,11,2,yes,other,no,no,1.5877615089,professional and related service,service workers,nothern central,19,beginner,intermediate,medium
314,800,1981,11,3,yes,other,no,no,1.6094379124,professional and related service,service workers,nothern central,20,beginner,intermediate,medium
315,800,1982,11,4,yes,other,no,no,1.5081818084,professional and related service,service workers,nothern central,21,intermediate,intermediate,medium
316,800,1983,11,5,yes,other,no,no,1.5555110519,professional and related service,service workers,nothern central,22,intermediate,intermediate,medium
317,800,1984,11,6,yes,other,no,no,1.5490149916,professional and related service,service workers,nothern central,23,intermediate,intermediate,medium
318,800,1985,11,7,no,other,no,no,1.6164300424,professional and related service,service workers,nothern central,24,intermediate,intermediate,medium
319,800,1986,11,8,yes,other,yes,no,1.825936921,professional and related service,service workers,nothern central,25,intermediate,intermediate,medium
320,800,1987,11,9,yes,other,yes,no,1.9904349459,professional and related service,"craftsmen, foremen and kindred",nothern central,26,advanced,intermediate,medium
321,813,1980,13,2,no,other,no,no,1.5562131512,professional and related service,laborers and farmers,nothern central,21,beginner,high,medium
322,813,1981,13,3,no,other,no,no,0.4229120217,professional and related service,"professional, technical and kindred",nothern central,22,beginner,high,medium
323,813,1982,13,4,no,other,no,no,0.710434107,professional and related service,clerical and kindred,nothern central,23,intermediate,high,medium
324,813,1983,13,5,no,other,no,no,0.9317216789,professional and related service,"professional, technical and kindred",nothern central,24,intermediate,high,medium
325,813,1984,13,6,no,other,no,no,-3.579078715,professional and related service,"professional, technical and kindred",nothern central,25,intermediate,high,very low
326,813,1985,13,7,no,other,no,no,1.3227563403,professional and related service,"professional, technical and kindred",nothern central,26,intermediate,high,medium
327,813,1986,13,8,no,other,no,no,1.3897001543,professional and related service,clerical and kindred,nothern central,27,intermediate,high,medium
328,813,1987,13,9,no,other,no,no,1.5434997017,business and repair service,"professional, technical and kindred",nothern central,28,advanced,high,medium
329,823,1980,10,3,no,other,no,no,-0.37266136,trade,service workers,nothern central,19,beginner,intermediate,low
330,823,1981,10,4,no,other,no,no,0.6063143909,entertainment,clerical and kindred,nothern central,20,intermediate,intermediate,medium
331,823,1982,10,5,no,other,no,no,0.8648805116,trade,sales workers,nothern central,21,intermediate,intermediate,medium
332,823,1983,10,6,no,other,no,no,0.5121711854,trade,service workers,nothern central,22,intermediate,intermediate,medium
333,823,1984,10,7,no,other,no,no,0.6839116095,trade,service workers,nothern central,23,intermediate,intermediate,medium
334,823,1985,10,8,no,other,no,no,0.9997493096,trade,sales workers,nothern central,24,intermediate,intermediate,medium
335,823,1986,10,9,no,other,no,no,1.4348605504,trade,"managers, officials and proprietors",nothern central,25,advanced,intermediate,medium
336,823,1987,10,10,no,other,no,no,1.1770355583,trade,sales workers,south,26,advanced,intermediate,medium
337,827,1980,12,2,no,other,no,no,0.8836852578,professional and related service,"craftsmen, foremen and kindred",nothern central,20,beginner,intermediate,medium
338,827,1981,12,3,no,other,no,no,1.4248666359,professional and related service,"craftsmen, foremen and kindred",nothern central,21,beginner,intermediate,medium
339,827,1982,12,4,no,other,no,no,1.3659036715,professional and related service,service workers,nothern central,22,intermediate,intermediate,medium
340,827,1983,12,5,no,other,no,no,1.3916888854,business and repair service,service workers,nothern central,23,intermediate,intermediate,medium
